"playerid","Season"
1706,1994
902,1994
1009577,1994
1013358,1994
279,1994
439,1994
1010998,1994
862,1994
179,1994
1009965,1994
328,1994
1001913,1995
1008160,1995
1013675,1995
92,1995
1004251,1995
76,1995
1013299,1995
1003473,1995
898,1995
90,1995
1706,1995
1013327,1995
1011423,1995
1008241,1995
1005767,1995
1013490,1995
1004939,1995
1012084,1995
1434,1995
299,1995
1011608,1995
1003615,1995
1005014,1995
1316,1995
1000981,1995
551,1995
1009465,1995
1010179,1995
1009771,1995
1013019,1995
1013799,1995
1009328,1995
1010460,1995
1008193,1995
1014109,1995
1012788,1995
1005668,1995
1310,1995
430,1995
966,1995
1014362,1995
1005827,1995
1158,1995
1002160,1995
1003168,1995
1035,1995
1012906,1995
1003324,1995
1001248,1995
1001411,1995
1001646,1995
216,1995
1000285,1995
1009374,1995
1005415,1995
1006128,1995
594,1995
1002012,1995
1014206,1995
1003185,1995
1131,1995
1006295,1995
805,1995
1005144,1995
1012191,1995
1010019,1995
1000014,1995
1009393,1995
1008190,1995
1009427,1995
1010998,1995
1010184,1995
436,1995
1013358,1995
1730,1995
1007587,1995
1012824,1995
842,1995
1163,1995
1053,1995
1013435,1995
1005686,1995
732,1995
1011694,1995
1319,1995
1011228,1995
73,1995
637,1995
1000525,1995
570,1995
1010560,1995
1011823,1995
1037,1995
282,1995
1002989,1995
1004529,1995
1239,1995
1014,1995
1675,1995
1009965,1995
511,1995
774,1995
876,1995
1267,1995
1279,1995
1008651,1995
1010,1995
1139,1995
1000919,1995
1008281,1995
1628,1995
1684,1995
1000633,1995
1003257,1995
1004824,1995
1005018,1995
1013310,1995
111,1995
1004168,1995
1007723,1995
1000325,1995
1005649,1995
1005705,1995
1010140,1995
1011542,1995
357,1995
1003228,1995
1004344,1995
1012069,1995
75,1995
1289,1995
189,1995
1009431,1995
1003874,1995
1007498,1995
1111,1995
1463,1995
1004898,1995
1008092,1995
1014079,1995
1012941,1995
862,1995
104,1995
70,1995
249,1995
1014259,1995
1005013,1995
1012802,1995
1001107,1995
1004172,1995
1008982,1995
567,1995
1005176,1995
1513,1995
1013313,1995
1010159,1995
1011189,1995
1011295,1995
1652,1995
1002360,1995
1002045,1995
1004306,1995
1472,1995
1011294,1995
1144,1995
1003429,1995
672,1995
1002874,1995
1005445,1995
569,1995
1008640,1995
1005997,1995
1008987,1995
1013412,1995
1001358,1995
1008477,1995
414,1995
1013527,1995
1008440,1995
441,1995
115,1995
1011369,1995
975,1995
1004915,1995
360,1995
1010496,1995
694,1995
1004304,1995
349,1995
95,1995
873,1995
750,1995
1009326,1995
1188,1995
1003321,1995
265,1995
902,1995
1039,1995
948,1995
1010242,1995
1013978,1995
1000429,1995
1240,1995
665,1995
855,1995
1006643,1995
39,1995
1006330,1995
1005715,1995
1011153,1995
1008970,1995
456,1995
1002634,1995
1004326,1995
1013320,1995
1001911,1995
72,1995
458,1995
1000200,1995
574,1995
1000694,1995
1004001,1995
287,1995
1003809,1995
1007501,1995
1011355,1995
439,1995
1005374,1995
1128,1995
328,1995
669,1995
179,1995
1014170,1995
67,1995
180,1995
625,1995
1001033,1995
279,1995
200,1995
1283,1995
1010700,1995
666,1995
1005667,1995
90,1996
1001646,1996
1004251,1996
1158,1996
115,1996
1013675,1996
75,1996
1706,1996
1010998,1996
299,1996
430,1996
574,1996
637,1996
1000429,1996
1006245,1996
1012084,1996
287,1996
1001237,1996
39,1996
1002996,1996
1001887,1996
1011423,1996
1011608,1996
328,1996
952,1996
1006295,1996
1013799,1996
1188,1996
1011153,1996
1003938,1996
1008913,1996
625,1996
975,1996
1000200,1996
588,1996
76,1996
902,1996
1011289,1996
1011295,1996
665,1996
1002360,1996
317,1996
1005992,1996
694,1996
1001226,1996
1003185,1996
1013959,1996
1007711,1996
1009121,1996
948,1996
1116,1996
1004529,1996
1289,1996
1001067,1996
1005296,1996
815,1996
1010225,1996
1006206,1996
1014206,1996
1010242,1996
1012788,1996
1005997,1996
1001743,1996
1316,1996
1001686,1996
72,1996
1730,1996
1010055,1996
1004001,1996
613,1996
1003473,1996
1011294,1996
1004915,1996
1053,1996
1000951,1996
1006011,1996
111,1996
249,1996
1009968,1996
1010019,1996
441,1996
1013474,1996
873,1996
179,1996
1163,1996
95,1996
1009326,1996
1240,1996
1139,1996
1001161,1996
1006449,1996
1014181,1996
73,1996
265,1996
1010460,1996
1005176,1996
1013299,1996
1010641,1996
1009888,1996
436,1996
1005983,1996
1012076,1996
1012802,1996
874,1996
1003321,1996
1008982,1996
1001959,1996
64,1996
1513,1996
1000652,1996
1003660,1996
1004242,1996
357,1996
1010560,1996
1010184,1996
1012960,1996
1002737,1996
1006616,1996
1001118,1996
1002570,1996
1013492,1996
29,1996
1007587,1996
569,1996
1000182,1996
1005508,1996
1009328,1996
1009577,1996
1014,1996
1011823,1996
666,1996
1014362,1996
594,1996
1202,1996
1010435,1996
1005445,1996
1123,1996
1007345,1996
104,1996
1007816,1996
1001358,1996
1008477,1996
1230,1996
1003324,1996
1009006,1996
1011345,1996
1037,1996
647,1996
876,1996
946,1996
1012765,1996
1001033,1996
1004172,1996
1005715,1996
267,1996
414,1996
966,1996
58,1996
1003257,1996
1000694,1996
1006643,1996
1008241,1996
567,1996
151,1996
511,1996
1008084,1996
578,1996
642,1996
483,1996
1005668,1996
1012261,1996
1011694,1996
1684,1996
1511,1996
1111,1996
1319,1996
1003809,1996
1009162,1996
1144,1996
774,1996
1128,1996
1012218,1996
1271,1996
1007879,1996
1000881,1996
1002623,1996
1003615,1996
92,1996
643,1996
279,1996
216,1996
1675,1996
1283,1996
1239,1996
1013327,1996
1039,1996
1035,1996
1310,1996
1000770,1996
1267,1996
551,1996
1013358,1996
1013313,1996
646,1996
1802,1996
715,1996
1008193,1996
1008970,1996
1007501,1996
1463,1996
1652,1996
1234,1996
200,1996
898,1996
1010700,1996
1013490,1996
1004326,1996
1013019,1996
883,1996
1009465,1996
1131,1996
1001911,1996
1005374,1996
180,1996
1011384,1996
1000114,1996
862,1996
1004000,1996
67,1996
1012941,1996
1002296,1996
1954,1996
1004422,1997
1001124,1997
75,1997
115,1997
1001913,1997
90,1997
750,1997
1267,1997
1172,1997
274,1997
8,1997
1003993,1997
1144,1997
1005014,1997
72,1997
1012788,1997
569,1997
1001646,1997
1009771,1997
1010179,1997
1239,1997
1012403,1997
439,1997
1014170,1997
441,1997
1013474,1997
1012191,1997
666,1997
1009326,1997
815,1997
1139,1997
1005827,1997
1008640,1997
1013019,1997
1000881,1997
1116,1997
981,1997
299,1997
1011608,1997
1008193,1997
1271,1997
1001067,1997
1001743,1997
206,1997
873,1997
1014142,1997
1013815,1997
1005013,1997
1276,1997
1010379,1997
682,1997
1304,1997
852,1997
430,1997
1802,1997
1000429,1997
1002060,1997
588,1997
1188,1997
1007587,1997
453,1997
1002312,1997
1202,1997
1282,1997
249,1997
1300,1997
605,1997
1190,1997
1012262,1997
496,1997
667,1997
760,1997
1006552,1997
1454,1997
1163,1997
1035,1997
1091,1997
994,1997
1000792,1997
137,1997
1000847,1997
328,1997
876,1997
1009828,1997
1001598,1997
1009328,1997
1012824,1997
265,1997
837,1997
1003825,1997
1010225,1997
1000951,1997
191,1997
111,1997
1013327,1997
1006643,1997
1005741,1997
1916,1997
625,1997
279,1997
397,1997
646,1997
1011045,1997
1012941,1997
179,1997
1012840,1997
829,1997
1001213,1997
1008477,1997
1009033,1997
1013843,1997
1001126,1997
969,1997
665,1997
898,1997
73,1997
966,1997
39,1997
1013959,1997
1004878,1997
1006639,1997
1003804,1997
578,1997
1652,1997
1004001,1997
1002069,1997
1012015,1997
1255,1997
541,1997
1000325,1997
1010435,1997
1477,1997
1097,1997
1009968,1997
511,1997
1513,1997
1006616,1997
1006710,1997
920,1997
1423,1997
1005088,1997
669,1997
1012349,1997
996,1997
1014184,1997
1002082,1997
1002360,1997
1006726,1997
102,1997
375,1997
406,1997
1009193,1997
1010400,1997
567,1997
1675,1997
1006926,1997
712,1997
1164,1997
219,1997
1706,1997
1005667,1997
1011355,1997
326,1997
774,1997
1037,1997
1010,1997
1008454,1997
729,1997
758,1997
1011106,1997
948,1997
1001404,1997
1012353,1997
147,1997
1007711,1997
1013490,1997
1002045,1997
1010055,1997
1010369,1997
1011153,1997
1012508,1997
647,1997
694,1997
1053,1997
1008440,1997
95,1997
1310,1997
926,1997
1000770,1997
642,1997
975,1997
231,1997
679,1997
1003473,1997
1009465,1997
1193,1997
594,1997
1006475,1997
329,1997
1007816,1997
1012906,1997
1006681,1997
1008084,1997
613,1997
1003278,1997
1002362,1997
414,1997
1011192,1997
8217,1997
1723,1997
34,1997
633,1997
1928,1997
1001161,1997
396,1997
253,1997
1039,1997
1008970,1997
401,1997
1013492,1997
946,1997
1010242,1997
354,1997
1158,1997
1005363,1997
929,1997
1219,1997
1277,1997
1680,1997
1001959,1997
1010954,1997
1006885,1997
260,1997
672,1997
199,1997
707,1997
480,1997
1004304,1997
1003919,1997
1000056,1997
1009668,1997
1011293,1997
1013358,1997
287,1997
1056,1997
1006245,1997
1010641,1997
1064,1997
1004852,1997
1128,1997
1005668,1997
1001033,1997
1009744,1997
1750,1997
643,1997
1127,1997
1011823,1997
1653,1997
1006703,1997
748,1997
1010460,1997
1010678,1997
1012765,1997
444,1997
360,1997
130,1997
1107,1997
475,1997
1013313,1997
415,1997
216,1997
483,1997
871,1997
574,1997
1002996,1997
1003321,1997
1510,1997
195,1997
384,1997
3,1997
1000789,1997
1628,1997
1011463,1997
104,1997
1004511,1997
458,1997
1004915,1997
145,1997
1001686,1997
1009755,1997
200,1997
1011289,1997
46,1997
1001226,1997
1006295,1997
1005374,1997
58,1997
1006487,1997
357,1997
106,1997
883,1997
1004000,1997
1002743,1997
1711,1997
1010700,1997
1004251,1997
1185,1997
1001911,1997
1008765,1997
1283,1997
1004529,1997
715,1997
824,1997
1007501,1997
1131,1997
862,1997
151,1997
1012084,1997
67,1997
1010998,1997
1002623,1997
180,1997
637,1997
1005983,1997
1002296,1997
1002570,1997
1004422,1998
1013886,1998
430,1998
898,1998
1010460,1998
1001126,1998
104,1998
115,1998
1163,1998
90,1998
642,1998
1124,1998
1144,1998
647,1998
75,1998
195,1998
67,1998
1010242,1998
1267,1998
665,1998
1010054,1998
1004529,1998
633,1998
1116,1998
1010179,1998
1010225,1998
1001911,1998
1000056,1998
1128,1998
743,1998
1310,1998
1107,1998
1039,1998
441,1998
1004172,1998
1009791,1998
1009130,1998
1283,1998
137,1998
801,1998
666,1998
1013313,1998
1012824,1998
929,1998
415,1998
1006449,1998
1675,1998
1011463,1998
1012262,1998
574,1998
1009755,1998
715,1998
873,1998
1011608,1998
1005741,1998
161,1998
1012353,1998
1008193,1998
1239,1998
287,1998
1284,1998
1014170,1998
1010435,1998
439,1998
883,1998
1672,1998
1190,1998
458,1998
1463,1998
1006245,1998
594,1998
39,1998
1097,1998
499,1998
1002570,1998
961,1998
1011192,1998
375,1998
34,1998
1768,1998
1185,1998
578,1998
1053,1998
64,1998
1006487,1998
1010369,1998
456,1998
1010400,1998
1030,1998
219,1998
1003321,1998
1011374,1998
1255,1998
1188,1998
1010998,1998
1711,1998
130,1998
855,1998
72,1998
1014184,1998
1282,1998
1012508,1998
1111,1998
467,1998
1009771,1998
92,1998
1005,1998
329,1998
1001743,1998
1000789,1998
58,1998
902,1998
1008161,1998
1276,1998
1004304,1998
1012015,1998
1172,1998
1001213,1998
1003278,1998
876,1998
1006639,1998
1008045,1998
1013695,1998
1721,1998
1011423,1998
1271,1998
199,1998
1540,1998
940,1998
1916,1998
1008640,1998
1003473,1998
1008477,1998
836,1998
849,1998
1002060,1998
1004222,1998
1009465,1998
1279,1998
1002160,1998
1750,1998
1001358,1998
413,1998
1522,1998
552,1998
1005827,1998
946,1998
1511,1998
1730,1998
1010055,1998
1013362,1998
1292,1998
1009427,1998
1012532,1998
102,1998
672,1998
930,1998
1007711,1998
1008172,1998
1012802,1998
180,1998
490,1998
1011369,1998
1011345,1998
1014142,1998
1000792,1998
1706,1998
1002644,1998
1684,1998
1001161,1998
406,1998
1434,1998
1652,1998
1001570,1998
729,1998
1812,1998
1012941,1998
1002715,1998
815,1998
1014206,1998
1013492,1998
360,1998
328,1998
1012329,1998
8217,1998
249,1998
1002360,1998
1007327,1998
1009968,1998
874,1998
837,1998
1092,1998
1064,1998
1009828,1998
994,1998
1002819,1998
1006552,1998
1007951,1998
1091,1998
1005162,1998
147,1998
401,1998
191,1998
1513,1998
1956,1998
1007501,1998
805,1998
1004759,1998
1010534,1998
1472,1998
1004852,1998
1002204,1998
748,1998
304,1998
769,1998
1010707,1998
396,1998
1001598,1998
1035,1998
1123,1998
1006475,1998
1304,1998
8,1998
250,1998
1300,1998
40,1998
279,1998
1002362,1998
174,1998
1013759,1998
1011823,1998
707,1998
1010379,1998
1010700,1998
179,1998
1013019,1998
1000847,1998
984,1998
1080,1998
1013490,1998
694,1998
1009328,1998
1012191,1998
271,1998
541,1998
260,1998
975,1998
1680,1998
1277,1998
684,1998
384,1998
496,1998
480,1998
326,1998
1006128,1998
1007168,1998
998,1998
1007345,1998
1005014,1998
1007323,1998
842,1998
516,1998
570,1998
1005668,1998
1012403,1998
1014120,1998
1006926,1998
750,1998
1164,1998
1012788,1998
1014,1998
1011355,1998
397,1998
790,1998
840,1998
632,1998
646,1998
967,1998
216,1998
1010490,1998
682,1998
1001544,1998
145,1998
1007400,1998
1007011,1998
206,1998
1653,1998
357,1998
317,1998
1007816,1998
1476,1998
200,1998
1004915,1998
823,1998
435,1998
569,1998
824,1998
1000770,1998
475,1998
1316,1998
426,1998
106,1998
1285,1998
1011191,1998
468,1998
444,1998
1004206,1998
266,1998
1454,1998
299,1998
1713,1998
354,1998
1802,1998
1003677,1998
73,1998
1394,1998
1013777,1998
517,1998
1006643,1998
1002996,1998
1002623,1998
1008716,1998
637,1998
852,1998
1056,1998
111,1998
1001033,1998
1001226,1998
60,1998
1006703,1998
44,1998
807,1998
1131,1998
862,1998
1000881,1998
1005374,1998
1002296,1998
453,1998
46,1998
430,1999
115,1999
206,1999
1116,1999
801,1999
1010179,1999
647,1999
1003993,1999
266,1999
1124,1999
1006703,1999
646,1999
104,1999
1056,1999
1127,1999
666,1999
1039,1999
1010225,1999
976,1999
46,1999
291,1999
569,1999
1003677,1999
1011423,1999
130,1999
1004852,1999
1001126,1999
694,1999
873,1999
862,1999
503,1999
1511,1999
1467,1999
1499,1999
574,1999
1014206,1999
1144,1999
1091,1999
1276,1999
977,1999
2010,1999
1190,1999
555,1999
1122,1999
1013675,1999
7,1999
1009771,1999
1004745,1999
1064,1999
837,1999
1713,1999
250,1999
439,1999
1304,1999
1080,1999
1239,1999
75,1999
1002819,1999
1995,1999
921,1999
1561,1999
1035,1999
1680,1999
1007189,1999
996,1999
496,1999
499,1999
1009074,1999
674,1999
840,1999
1285,1999
740,1999
516,1999
1007323,1999
1013603,1999
1003603,1999
1010194,1999
1011943,1999
1003429,1999
1013550,1999
1009791,1999
1002172,1999
624,1999
44,1999
1812,1999
1012015,1999
1011106,1999
823,1999
1013978,1999
1128,1999
1002604,1999
480,1999
451,1999
1292,1999
1000789,1999
1279,1999
1010379,1999
73,1999
1077,1999
1282,1999
1916,1999
453,1999
1010490,1999
902,1999
1510,1999
743,1999
67,1999
1006487,1999
1004939,1999
1000792,1999
1000319,1999
426,1999
650,1999
1005374,1999
1000881,1999
1002634,1999
541,1999
1583,1999
625,1999
833,1999
633,1999
1001161,1999
1010674,1999
982,1999
106,1999
145,1999
1011355,1999
1155,1999
1843,1999
39,1999
308,1999
1463,1999
1721,1999
1006449,1999
780,1999
849,1999
568,1999
1005668,1999
1010054,1999
1012353,1999
64,1999
1002612,1999
8,1999
1255,1999
1002203,1999
570,1999
1001033,1999
1004172,1999
924,1999
1298,1999
415,1999
1003654,1999
1006128,1999
1457,1999
1005602,1999
1012262,1999
693,1999
1000086,1999
485,1999
686,1999
68,1999
413,1999
684,1999
1003919,1999
1005428,1999
1000384,1999
1020,1999
1111,1999
1007711,1999
1013959,1999
1000525,1999
1008241,1999
191,1999
1000115,1999
61,1999
1319,1999
998,1999
34,1999
1188,1999
1013492,1999
1000845,1999
90,1999
1002362,1999
147,1999
1008949,1999
1009828,1999
260,1999
231,1999
1002964,1999
1003714,1999
1014170,1999
200,1999
1010700,1999
328,1999
1008531,1999
729,1999
946,1999
58,1999
179,1999
1002296,1999
1005,1999
1003843,1999
761,1999
1164,1999
1000847,1999
1007,1999
1014,1999
1005326,1999
3,1999
1513,1999
1010435,1999
1005010,1999
95,1999
1517,1999
1267,1999
375,1999
682,1999
1008477,1999
441,1999
1004529,1999
1006639,1999
975,1999
274,1999
1289,1999
1007817,1999
507,1999
72,1999
1193,1999
219,1999
1011201,1999
2002,1999
1002623,1999
1303,1999
1005827,1999
1005686,1999
1011397,1999
948,1999
1009033,1999
1008670,1999
1010669,1999
1012081,1999
1002360,1999
1003321,1999
299,1999
161,1999
1009465,1999
1223,1999
1010460,1999
111,1999
1476,1999
1011614,1999
1012349,1999
444,1999
1010235,1999
1002204,1999
984,1999
1008209,1999
815,1999
329,1999
1672,1999
1003184,1999
865,1999
8217,1999
384,1999
748,1999
637,1999
1158,1999
216,1999
1138,1999
1011192,1999
326,1999
1521,1999
1004915,1999
361,1999
594,1999
1454,1999
397,1999
1277,1999
1011191,1999
76,1999
512,1999
279,1999
137,1999
1012329,1999
1653,1999
287,1999
1001544,1999
855,1999
1675,1999
1001226,1999
532,1999
1107,1999
842,1999
1013019,1999
253,1999
1316,1999
1005162,1999
1005741,1999
668,1999
354,1999
807,1999
769,1999
278,1999
1000012,1999
1142,1999
1009744,1999
357,1999
458,1999
1185,1999
1163,1999
715,1999
750,1999
517,1999
1706,1999
883,1999
1011608,1999
665,1999
271,1999
672,1999
1012824,1999
1005983,1999
966,1999
790,1999
1131,1999
898,1999
435,1999
1001124,1999
824,1999
1010,1999
1283,1999
852,1999
60,1999
475,1999
195,1999
642,1999
1001,1999
1004422,1999
1000801,2000
1190,2000
1029,2000
430,2000
646,2000
1116,2000
1267,2000
1001,2000
512,2000
614,2000
1124,2000
873,2000
287,2000
468,2000
801,2000
304,2000
647,2000
574,2000
67,2000
665,2000
1236,2000
75,2000
1283,2000
1001126,2000
253,2000
1476,2000
1010955,2000
1011856,2000
931,2000
1128,2000
1012824,2000
1077,2000
1122,2000
73,2000
976,2000
104,2000
1012329,2000
1007649,2000
1010490,2000
326,2000
130,2000
750,2000
291,2000
441,2000
1714,2000
90,2000
1061,2000
740,2000
1454,2000
1006639,2000
290,2000
265,2000
1005374,2000
1006703,2000
40,2000
1001864,2000
1002819,2000
1163,2000
1277,2000
137,2000
1653,2000
435,2000
1009462,2000
1011608,2000
1006697,2000
70,2000
360,2000
490,2000
266,2000
602,2000
1003993,2000
1113,2000
1013978,2000
1000881,2000
1080,2000
1005686,2000
1172,2000
898,2000
984,2000
1009771,2000
849,2000
1001592,2000
1009033,2000
1010669,2000
800,2000
625,2000
964,2000
564,2000
44,2000
354,2000
1002360,2000
1003184,2000
521,2000
567,2000
357,2000
451,2000
1009709,2000
1001544,2000
669,2000
1005827,2000
683,2000
516,2000
1001033,2000
1680,2000
33,2000
458,2000
1004507,2000
1001411,2000
594,2000
1006487,2000
807,2000
317,2000
1002204,2000
1000319,2000
1060,2000
975,2000
206,2000
322,2000
1010657,2000
444,2000
1768,2000
179,2000
274,2000
1583,2000
1008949,2000
456,2000
1009130,2000
1001161,2000
1008193,2000
111,2000
1107,2000
61,2000
1652,2000
426,2000
1485,2000
532,2000
3,2000
967,2000
1012015,2000
855,2000
1802,2000
1010225,2000
1013959,2000
1721,2000
1007084,2000
483,2000
1011106,2000
396,2000
758,2000
554,2000
8,2000
874,2000
894,2000
1276,2000
929,2000
1092,2000
1012630,2000
46,2000
1082,2000
1012353,2000
1223,2000
199,2000
1472,2000
1012508,2000
1013428,2000
95,2000
1180,2000
1188,2000
1453,2000
1012069,2000
1005990,2000
771,2000
924,2000
1546,2000
902,2000
1001598,2000
1014023,2000
729,2000
755,2000
216,2000
1467,2000
1001053,2000
1010954,2000
829,2000
872,2000
1007,2000
1014,2000
1013550,2000
960,2000
1004759,2000
1007345,2000
1007817,2000
679,2000
1271,2000
1513,2000
1004998,2000
1005089,2000
1005668,2000
624,2000
643,2000
1000792,2000
1003321,2000
60,2000
794,2000
180,2000
39,2000
249,2000
1091,2000
1003804,2000
569,2000
842,2000
1006575,2000
1010536,2000
1006475,2000
507,2000
526,2000
978,2000
876,2000
1139,2000
1304,2000
926,2000
105,2000
1012,2000
1292,2000
694,2000
743,2000
748,2000
897,2000
1164,2000
415,2000
1012044,2000
1515,2000
76,2000
686,2000
557,2000
578,2000
1007951,2000
632,2000
1004410,2000
1003843,2000
682,2000
308,2000
946,2000
161,2000
1010700,2000
503,2000
815,2000
1004852,2000
219,2000
279,2000
1013019,2000
1000247,2000
925,2000
1282,2000
313,2000
1239,2000
966,2000
1310,2000
1013313,2000
633,2000
150,2000
34,2000
480,2000
475,2000
672,2000
932,2000
1127,2000
1295,2000
250,2000
996,2000
1423,2000
1012071,2000
195,2000
1142,2000
147,2000
840,2000
1064,2000
1009465,2000
491,2000
375,2000
58,2000
1320,2000
1004536,2000
837,2000
666,2000
921,2000
712,2000
681,2000
361,2000
1010,2000
1138,2000
1255,2000
1005741,2000
145,2000
1002634,2000
102,2000
1298,2000
496,2000
384,2000
650,2000
1004000,2000
998,2000
278,2000
780,2000
871,2000
951,2000
790,2000
1002623,2000
637,2000
705,2000
1001226,2000
823,2000
1284,2000
1285,2000
1012253,2000
1144,2000
773,2000
329,2000
977,2000
1005983,2000
1008602,2000
174,2000
1316,2000
1381,2000
106,2000
1037,2000
852,2000
1812,2000
982,2000
1055,2000
1131,2000
535,2000
1004529,2000
1012114,2000
568,2000
72,2000
761,2000
271,2000
824,2000
1039,2000
1005159,2000
1011201,2000
707,2000
769,2000
1492,2000
642,2000
1010179,2000
541,2000
555,2000
715,2000
883,2000
1185,2000
517,2000
862,2000
1001120,2000
1096,2001
54,2001
430,2001
1116,2001
801,2001
1124,2001
1037,2001
1194,2001
1001126,2001
1190,2001
1008252,2001
441,2001
646,2001
1012824,2001
313,2001
1184,2001
1107,2001
979,2001
434,2001
104,2001
1009771,2001
1001053,2001
954,2001
40,2001
1383,2001
780,2001
683,2001
1128,2001
715,2001
794,2001
317,2001
521,2001
1055,2001
266,2001
453,2001
1131,2001
647,2001
637,2001
1267,2001
1415,2001
964,2001
1163,2001
206,2001
397,2001
976,2001
739,2001
326,2001
510,2001
191,2001
1005374,2001
304,2001
668,2001
748,2001
33,2001
1009130,2001
705,2001
650,2001
458,2001
1320,2001
147,2001
1113,2001
633,2001
754,2001
1476,2001
347,2001
1012114,2001
1144,2001
571,2001
1223,2001
643,2001
948,2001
752,2001
291,2001
1003018,2001
1768,2001
90,2001
1014170,2001
1005983,2001
1284,2001
276,2001
415,2001
1428,2001
265,2001
1164,2001
1005,2001
1026,2001
219,2001
67,2001
1039,2001
1005686,2001
253,2001
535,2001
994,2001
1001161,2001
1010235,2001
130,2001
1140,2001
636,2001
107,2001
1117,2001
902,2001
1467,2001
1061,2001
167,2001
1283,2001
1029,2001
1492,2001
1457,2001
573,2001
1217,2001
1010955,2001
678,2001
967,2001
966,2001
783,2001
1012,2001
329,2001
871,2001
932,2001
568,2001
666,2001
1170,2001
225,2001
972,2001
1013777,2001
560,2001
39,2001
594,2001
532,2001
34,2001
1182,2001
328,2001
444,2001
1292,2001
554,2001
287,2001
61,2001
483,2001
1097,2001
168,2001
394,2001
1138,2001
1843,2001
1285,2001
1030,2001
1123,2001
8,2001
865,2001
1005840,2001
1011201,2001
1000408,2001
1012630,2001
199,2001
1730,2001
952,2001
1304,2001
1187,2001
1453,2001
1006236,2001
679,2001
1006639,2001
1010242,2001
996,2001
694,2001
1007084,2001
1515,2001
1000346,2001
1011106,2001
490,2001
732,2001
1271,2001
62,2001
63,2001
1110,2001
1005159,2001
216,2001
1006487,2001
435,2001
1000793,2001
837,2001
1048,2001
375,2001
1077,2001
642,2001
1007501,2001
1080,2001
1091,2001
1489,2001
489,2001
1001033,2001
926,2001
815,2001
830,2001
836,2001
1511,2001
625,2001
412,2001
223,2001
232,2001
855,2001
975,2001
1325,2001
1422,2001
526,2001
189,2001
1680,2001
733,2001
740,2001
743,2001
1303,2001
1310,2001
1316,2001
278,2001
279,2001
290,2001
296,2001
305,2001
1447,2001
111,2001
829,2001
1277,2001
354,2001
1007,2001
693,2001
632,2001
1442,2001
324,2001
960,2001
1414,2001
824,2001
1011,2001
1230,2001
788,2001
649,2001
161,2001
813,2001
833,2001
1410,2001
1008477,2001
984,2001
1139,2001
456,2001
894,2001
1219,2001
180,2001
567,2001
1155,2001
682,2001
684,2001
698,2001
357,2001
1007935,2001
1014120,2001
897,2001
1255,2001
807,2001
360,2001
499,2001
1035,2001
1006415,2001
674,2001
72,2001
1239,2001
533,2001
174,2001
1011754,2001
1188,2001
58,2001
1244,2001
1802,2001
247,2001
1001226,2001
396,2001
115,2001
944,2001
840,2001
1010700,2001
404,2001
898,2001
1008193,2001
624,2001
541,2001
503,2001
44,2001
1045,2001
777,2001
273,2001
872,2001
1002604,2001
1010225,2001
